loc,v(g),ev(g),iv(g),n,v,d,e,defects
4,1,1,1,5,11.61,2,23.22,0
6,1,1,1,18,62.27,5.25,326.92,0
5,1,1,1,12,36,4.5,162,0
20,2,1,2,49,208.15,10,2081.48,0
5,1,1,1,7,19.65,2.5,49.13,0
14,1,1,1,16,44.92,2.67,119.78,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,5,11.61,1.5,17.41,0
18,1,1,1,45,203.56,8.25,1679.37,0
2,2,1,2,7,18.09,5,90.47,0
2,1,1,1,5,11.61,1.5,17.41,0
9,2,1,1,14,48.43,2.92,141.26,0
5,1,1,1,13,43.19,3,129.56,0
2,1,1,1,5,11.61,1.5,17.41,0
16,2,1,2,26,101.58,9,914.21,0
17,2,1,2,30,125.1,7.86,982.91,0
2,1,1,1,5,11.61,2,23.22,0
10,2,1,2,19,70.31,6.75,474.58,0
4,1,1,1,5,11.61,0,0,0
2,1,1,1,4,8,0,0,0
4,1,1,1,3,4.75,1,4.75,0
4,1,1,1,3,4.75,1,4.75,0
2,1,1,1,3,4.75,1,4.75,0
1,1,1,1,0,0,0,0,0
4,1,1,1,5,10,1.5,15,0
3,1,1,1,5,10,1.5,15,0
2,1,1,1,8,20.68,1,20.68,0
1,1,1,1,0,0,0,0,0
1,1,1,1,0,0,0,0,0
4,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
2,1,1,1,3,4.75,1,4.75,0
4,1,1,1,3,4.75,1,4.75,0
1,1,1,1,0,0,0,0,0
2,1,1,1,3,4.75,1,4.75,0
4,1,1,1,3,4.75,1,4.75,0
5,1,1,1,12,36,2.5,90,0
6,1,1,1,12,36,2.5,90,0
6,1,1,1,5,11.61,1.5,17.41,0
3,1,1,1,4,8,1,8,0
4,1,1,1,4,8,1,8,0
4,1,1,1,3,4.75,1,4.75,0
11,1,1,1,13,44.97,2.92,131.17,0
2,1,1,1,3,4.75,1,4.75,0
4,1,1,1,3,4.75,1,4.75,0
48,7,6,6,119,619.92,14.91,9244.97,0
3,1,1,1,4,8,1,8,0
11,1,1,1,25,97.67,3.94,384.58,0
4,1,1,1,3,4.75,1,4.75,0
5,1,1,1,7,19.65,2,39.3,0
1,1,1,1,5,11.61,1.5,17.41,0
4,1,1,1,3,4.75,1,4.75,0
4,1,1,1,4,8,1,8,0
14,1,1,1,24,91.38,1,91.38,0
10,2,1,1,56,256.76,7.2,1848.66,0
15,2,1,2,41,180.09,8.8,1584.75,0
12,2,1,2,41,182.84,9.5,1736.95,0
5,1,1,1,8,24,2.5,60,0
7,2,1,2,9,25.27,6,151.6,0
7,1,1,1,15,53.77,4.2,225.85,0
6,1,1,1,10,31.7,2.5,79.25,0
6,1,1,1,10,31.7,2.5,79.25,0
9,1,1,1,29,118.54,6.19,733.44,0
2,1,1,1,5,11.61,2,23.22,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,9,25.27,1.5,37.9,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
8,1,1,1,13,44.97,5.33,239.85,0
2,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
23,1,1,1,65,301.85,12.18,3676.11,0
2,1,1,1,4,8,1.5,12,0
6,1,1,1,9,28.53,3,85.59,0
2,1,1,1,6,15.51,2.5,38.77,0
2,1,1,1,6,15.51,2.5,38.77,0
2,1,1,1,5,11.61,2,23.22,0
2,1,1,1,5,11.61,2,23.22,0
5,1,1,1,11,28.43,4,113.74,0
6,1,1,1,9,28.53,3,85.59,0
1,1,1,1,4,8,1.5,12,0
2,2,1,1,8,24,2.5,60,0
1,1,1,1,4,8,1.5,12,0
3,3,1,2,15,53.77,6,322.65,0
3,3,1,2,16,57.36,6,344.16,0
2,1,1,1,4,8,1.5,12,0
2,2,1,2,9,27,7,189,0
2,1,1,1,4,8,1.5,12,0
13,3,3,2,21,77.71,4.8,373,0
1,1,1,1,4,8,1.5,12,0
2,2,1,2,9,27,7,189,0
3,3,3,2,14,53.3,4.5,239.86,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,4,8,1.5,12,0
13,2,1,1,21,82.04,7,574.31,0
2,1,1,1,5,11.61,1.5,17.41,0
3,1,1,1,9,23.26,2,46.53,0
2,1,1,1,5,11.61,1.5,17.41,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
1,1,1,1,1,0,0,0,0
4,1,1,1,4,8,1.5,12,0
1,1,1,1,1,0,0,0,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
2,1,1,1,8,24,3,72,0
3,1,1,1,14,44.38,4,177.52,0
28,3,3,2,119,628.96,13.75,8648.24,0
4,1,1,1,4,8,1.5,12,0
2,1,1,1,7,18.09,2,36.19,0
7,1,1,1,16,53.15,3.75,199.32,0
9,2,1,1,17,58.81,6.67,392.07,0
4,1,1,1,6,15.51,2,31.02,0
2,1,1,1,5,11.61,2,23.22,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
27,5,4,5,63,288.85,14.7,4246.13,0
2,1,1,1,5,11.61,1.5,17.41,0
1,1,1,1,5,11.61,1.5,17.41,0
5,2,1,1,17,68,4.5,306,0
5,2,1,1,17,68,4.5,306,0
5,2,1,1,17,68,4.5,306,0
5,2,1,1,17,68,4.5,306,0
5,2,1,1,17,68,4.5,306,0
5,2,1,1,17,68,4.5,306,0
4,1,1,1,5,11.61,1.5,17.41,0
4,1,1,1,5,11.61,1.5,17.41,0
1,1,1,1,5,11.61,1.5,17.41,0
35,6,3,5,125,630.55,21.37,13473.84,0
8,1,1,1,9,25.27,1.5,37.9,0
10,2,1,2,11,34.87,4,139.48,0
2,1,1,1,5,11.61,1.5,17.41,0
5,2,1,1,17,68,4.5,306,0
5,2,1,1,17,68,4.5,306,0
5,2,1,1,17,68,4.5,306,0
5,2,1,1,17,68,4.5,306,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,8,22.46,2,44.92,0
4,1,1,1,5,11.61,1.5,17.41,0
4,1,1,1,5,11.61,1.5,17.41,0
16,2,1,2,20,76.15,5.33,406.12,0
18,1,1,1,45,203.56,8.25,1679.37,0
7,1,1,1,17,58.81,2.29,134.42,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
10,2,1,2,22,78.87,4.2,331.25,0
5,1,1,1,6,15.51,2,31.02,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
13,3,1,3,23,85.11,6.4,544.7,0
27,6,1,2,64,300.83,22.4,6738.55,0
43,4,1,2,111,590.73,9.63,5688.55,0
9,1,1,1,20,76.15,4.67,355.35,0
23,1,1,1,69,331.71,5.6,1857.56,0
25,4,1,3,64,293.44,8.93,2619.98,0
4,1,1,1,5,11.61,2,23.22,0
4,1,1,1,5,11.61,2,23.22,0
4,1,1,1,8,22.46,3,67.38,0
11,1,1,1,25,100,5,500,0
4,1,1,1,5,11.61,1.5,17.41,0
74,6,5,6,155,781.88,18.79,14691.13,0
44,4,1,4,99,490.47,12.63,6195.35,0
20,1,1,1,62,291.43,5.56,1619.04,0
13,1,1,1,20,78.14,3,234.41,0
5,1,1,1,7,19.65,2,39.3,0
19,2,1,1,22,85.95,9,773.56,0
9,1,1,1,11,34.87,3.12,108.97,0
19,2,1,1,23,92,9.9,910.8,0
46,4,1,4,97,485,11.4,5529,0
68,9,8,9,191,1029.93,24.14,24862.57,0
20,1,1,1,62,291.43,5.56,1619.04,0
14,1,1,1,20,78.14,3,234.41,0
5,1,1,1,7,19.65,2,39.3,0
22,1,1,1,69,331.71,5.6,1857.56,0
16,1,1,1,22,88,3,264,0
5,1,1,1,7,19.65,2,39.3,0
41,3,1,3,92,446.93,11.61,5189.4,0
14,1,1,1,26,106.27,4.89,519.55,0
10,1,1,1,17,64.73,3,194.18,0
44,4,1,4,101,505,12,6060,0
34,2,1,2,56,245.97,11,2705.67,0
7,1,1,1,15,51.89,4.38,227.03,0
5,1,1,1,13,44.97,3,134.92,0
7,1,1,1,15,51.89,4.38,227.03,0
20,1,1,1,62,291.43,5.56,1619.04,0
9,1,1,1,20,78.14,3,234.41,0
5,1,1,1,7,19.65,2,39.3,0
74,9,7,6,177,1036.85,18.76,19447.82,0
25,3,1,2,50,226.18,10.08,2280.63,0
82,7,1,6,218,1303.05,21.63,28182.18,0
12,1,1,1,25,100,5,500,0
13,1,1,1,34,141.78,5.2,737.24,0
15,2,1,2,28,109.39,6.29,687.61,0
22,1,1,1,6,15.51,2,31.02,0
27,2,1,2,35,153.73,15,2305.97,0
34,3,1,3,67,311.14,11.54,3590.06,0
44,4,1,4,103,536.57,9.84,5279.89,0
7,1,1,1,13,44.97,3,134.92,0
8,1,1,1,15,51.89,5.25,272.43,0
102,13,10,11,304,1899.37,28.86,54815.82,0
9,1,1,1,18,68.53,4.67,319.82,0
13,2,1,2,21,75.28,7,526.99,0
40,5,1,4,81,412.08,9.55,3933.53,0
5,1,1,1,11,34.87,2,69.74,0
5,1,1,1,3,4.75,0.5,2.38,0
6,1,1,1,3,4.75,0.5,2.38,0
39,5,5,5,132,677.07,11.22,7594.91,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
1,1,1,1,0,0,0,0,0
34,1,1,1,90,465.29,4.34,2021.62,0
3,1,1,1,1,0,0,0,0
8,1,1,1,21,66.57,2.5,166.42,0
8,1,1,1,22,76.11,2.86,217.45,0
39,3,1,3,71,341.32,13.43,4585.09,0
34,3,1,3,73,339,15.23,5163.25,0
4,1,1,1,5,11.61,2,23.22,0
6,1,1,1,11,36.54,3,109.62,0
24,4,3,2,43,191.76,8,1534.04,0
6,1,1,1,9,28.53,3,85.59,0
8,1,1,1,22,81.41,4.67,379.91,0
6,1,1,1,11,36.54,2.5,91.35,0
12,1,1,1,25,100,5,500,0
4,1,1,1,5,11.61,2,23.22,0
7,1,1,1,8,24,3,72,0
4,1,1,1,6,15.51,2,31.02,0
4,1,1,1,5,11.61,2,23.22,0
4,1,1,1,6,15.51,2,31.02,0
4,1,1,1,5,11.61,2,23.22,0
4,1,1,1,5,11.61,2,23.22,0
7,1,1,1,14,50.19,3.5,175.66,0
6,1,1,1,10,31.7,3,95.1,0
6,1,1,1,14,50.19,3.5,175.66,0
6,1,1,1,10,31.7,3,95.1,0
1,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
4,1,1,1,8,22.46,3,67.38,0
1,1,1,1,4,8,1.5,12,0
9,1,1,1,18,68.53,4.67,319.82,0
26,5,4,5,70,332.84,17.45,5809.61,0
17,2,1,2,37,159.91,6,959.47,0
1,1,1,1,4,8,1.5,12,0
31,4,3,3,75,368.02,13,4784.22,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
1,1,1,1,5,11.61,2,23.22,0
1,1,1,1,4,8,1.5,12,0
6,1,1,1,15,53.77,4.5,241.98,0
6,1,1,1,14,50.19,3.5,175.66,0
7,1,1,1,14,50.19,3.5,175.66,0
1,1,1,1,4,8,1.5,12,0
40,4,1,4,100,500,15.17,7583.33,0
6,1,1,1,12,41.51,3.5,145.3,0
21,4,1,4,62,280.46,14.3,4010.59,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
10,1,1,1,18,68.53,4.67,319.82,0
17,2,1,2,37,159.91,6,959.47,0
26,5,4,5,71,333.73,16.36,5461.06,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
19,2,1,2,47,218.26,6.68,1457.67,0
11,1,1,1,18,68.53,4.67,319.82,0
39,4,1,4,100,490.69,14.91,7317.04,0
1,1,1,1,4,8,1.5,12,0
9,2,1,1,13,41.21,4,164.84,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
4,1,1,1,5,11.61,2,23.22,0
6,1,1,1,12,41.51,3.5,145.3,0
2,1,1,1,5,11.61,2,23.22,0
4,1,1,1,6,15.51,2,31.02,0
49,4,1,4,109,559.09,11.74,6563.25,0
24,1,1,1,76,372.92,5.64,2101.93,0
46,3,1,3,62,284.27,11,3126.94,0
18,1,1,1,24,98.1,3,294.3,0
5,1,1,1,7,19.65,2,39.3,0
43,4,1,4,105,525,12.9,6772.5,0
20,1,1,1,62,291.43,5.56,1619.04,0
9,1,1,1,20,78.14,3,234.41,0
5,1,1,1,7,19.65,2,39.3,0
4,1,1,1,8,22.46,3,67.38,0
162,28,16,16,482,2881.05,51.24,147636.19,0
4,1,1,1,5,11.61,2,23.22,0
20,3,1,3,33,147.16,8.75,1287.66,0
20,3,1,3,33,147.16,8.75,1287.66,0
20,3,1,3,33,147.16,8.75,1287.66,0
20,3,1,3,33,147.16,8.75,1287.66,0
20,3,1,3,33,147.16,8.75,1287.66,0
19,3,1,3,32,140.55,8.13,1142,0
19,3,1,3,33,147.16,8.75,1287.66,0
20,3,1,3,33,147.16,8.75,1287.66,0
20,3,1,3,33,147.16,8.75,1287.66,0
20,3,1,3,33,147.16,8.75,1287.66,0
20,3,1,3,33,147.16,8.75,1287.66,0
20,3,1,3,33,147.16,8.75,1287.66,0
20,3,1,3,35,156.08,8.67,1352.69,0
19,3,1,3,32,140.55,8.13,1142,0
4,1,1,1,9,28.53,3.5,99.85,0
64,6,1,6,145,760.95,27,20545.64,0
4,1,1,1,5,11.61,2,23.22,0
4,1,1,1,5,11.61,2,23.22,0
4,1,1,1,6,15.51,2,31.02,0
19,3,1,3,32,140.55,8.13,1142,0
19,3,1,3,32,140.55,8.13,1142,0
6,1,1,1,10,31.7,3,95.1,0
4,1,1,1,6,15.51,2,31.02,0
4,1,1,1,5,11.61,2,23.22,0
6,1,1,1,12,41.51,3.5,145.3,0
6,1,1,1,12,41.51,3.5,145.3,0
9,1,1,1,22,81.41,4.67,379.91,0
54,5,1,5,118,614.72,11.52,7081.52,0
112,6,1,6,229,1305.4,16.5,21539.11,0
11,1,1,1,29,113.3,4.81,545.26,0
22,1,1,1,69,331.71,5.6,1857.56,0
17,1,1,1,22,88,3,264,0
5,1,1,1,7,19.65,2,39.3,0
14,1,1,1,34,141.78,5.2,737.24,0
10,1,1,1,20,76.15,4.67,355.35,0
8,1,1,1,15,51.89,4.38,227.03,0
11,1,1,1,25,100,5,500,0
6,1,1,1,13,44.97,3.5,157.4,0
7,1,1,1,12,41.51,3.5,145.3,0
6,1,1,1,10,31.7,3,95.1,0
5,1,1,1,11,36.54,3.5,127.89,0
12,3,3,3,33,134.89,9.17,1236.46,0
16,1,1,1,4,8,1.5,12,0
25,4,1,2,50,232.19,10.82,2511.9,0
4,1,1,1,6,15.51,2,31.02,0
4,1,1,1,8,24,2.5,60,0
11,2,1,2,27,99.91,8.8,879.22,0
10,2,1,1,17,64.73,4.5,291.26,0
40,3,3,3,60,282.03,13.42,3783.85,0
24,2,1,2,65,322.02,6.9,2223.49,0
9,1,1,1,20,76.15,4.67,355.35,0
6,1,1,1,4,8,1.5,12,0
16,1,1,1,48,214.05,5.43,1162,0
27,1,1,1,4,8,1.5,12,0
15,1,1,1,34,141.78,5.2,737.24,0
15,2,1,2,28,106.61,6.67,710.71,0
4,1,1,1,8,22.46,3,67.38,0
63,9,1,8,182,1052.21,23.33,24551.51,0
4,1,1,1,5,11.61,2,23.22,0
4,1,1,1,7,18.09,2.5,45.24,0
4,1,1,1,6,15.51,2,31.02,0
4,1,1,1,5,11.61,2,23.22,0
4,1,1,1,6,15.51,2,31.02,0
29,3,1,3,46,216.22,9.33,2018.06,0
27,3,1,3,46,216.22,9.33,2018.06,0
4,1,1,1,5,11.61,2,23.22,0
3,1,1,1,1,0,0,0,0
5,2,1,2,9,27,4.5,121.5,0
15,3,1,2,23,95.91,5.63,539.48,0
3,1,1,1,1,0,0,0,0
4,1,1,1,4,8,1.5,12,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
8,1,1,1,11,36.54,2.5,91.35,0
5,1,1,1,4,8,1.5,12,0
22,2,1,2,50,219.62,9.35,2053.4,0
30,3,1,3,81,361.21,11.67,4214.16,0
5,1,1,1,4,8,1.5,12,0
18,3,1,3,38,166.91,11.33,1891.62,0
7,1,1,1,21,69.76,3,209.28,0
26,3,1,3,53,252.01,9.2,2318.48,0
13,1,1,1,27,108,5,540,0
2,1,1,1,5,11.61,1.5,17.41,0
2,2,1,2,7,18.09,5,90.47,0
2,1,1,1,5,11.61,1.5,17.41,0
5,1,1,1,13,43.19,3,129.56,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
2,1,1,1,5,11.61,1.5,17.41,0
18,3,1,3,39,178.81,8.86,1584.94,0
1,1,1,1,6,15.51,0,0,0
1,1,1,1,6,15.51,0,0,0
19,2,1,2,39,176.42,5.79,1020.71,0
4,1,1,1,3,4.75,1,4.75,0
3,1,1,1,1,0,0,0,0
2,1,1,1,3,4.75,1,4.75,0
4,1,1,1,3,4.75,1,4.75,0
26,3,1,3,88,423.05,17.5,7403.33,0
1,1,1,1,0,0,0,0,0
2,1,1,1,3,4.75,1,4.75,0
4,1,1,1,3,4.75,1,4.75,0
5,1,1,1,6,15.51,1.5,23.26,0
1,1,1,1,0,0,0,0,0
3,1,1,1,4,8,1,8,0
4,1,1,1,4,8,1,8,0
4,1,1,1,3,4.75,1,4.75,0
23,3,1,3,52,252.62,8.53,2155.12,0
2,1,1,1,3,4.75,1,4.75,0
5,1,1,1,2,2,0.5,1,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
4,1,1,1,2,2,0.5,1,0
4,1,1,1,2,2,0.5,1,0
3,1,1,1,1,0,0,0,0
6,1,1,1,1,0,0,0,0
4,1,1,1,4,8,1.5,12,0
1,1,1,1,5,11.61,1.5,17.41,0
4,1,1,1,3,4.75,1,4.75,0
16,1,1,1,32,138.3,4.67,645.41,0
11,2,1,2,19,76,4.5,342,0
6,1,1,1,10,31.7,2.5,79.25,0
8,1,1,1,8,24,2.5,60,0
19,5,4,5,50,226.18,15,3392.67,0
6,1,1,1,10,31.7,2.5,79.25,0
9,1,1,1,8,24,2.5,60,0
48,9,7,6,74,355.74,23.4,8324.42,0
4,1,1,1,9,28.53,3,85.59,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
52,6,5,5,139,729.46,15.65,11417.66,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
11,2,1,2,21,77.71,7.88,611.96,0
2,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
15,3,1,3,42,178.41,7.78,1387.66,0
13,2,1,2,25,92.51,6.4,592.07,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,6,15.51,2.5,38.77,0
6,1,1,1,5,11.61,1.5,17.41,0
8,2,1,2,15,51.89,3.6,186.81,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
2,2,1,1,8,24,2.5,60,0
3,3,1,2,15,53.77,6,322.65,0
2,1,1,1,4,8,1.5,12,0
2,2,1,2,9,27,7,189,0
2,1,1,1,4,8,1.5,12,0
2,2,1,2,9,27,7,189,0
3,3,3,2,14,53.3,4.5,239.86,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,5,11.61,1.5,17.41,0
9,2,1,1,18,66.61,6.75,449.6,0
54,6,1,6,132,733.21,15.83,11604.88,0
24,3,1,3,58,262.37,7.07,1855.31,0
15,1,1,1,29,116,5,580,0
2,1,1,1,5,11.61,1.5,17.41,0
3,1,1,1,9,23.26,2,46.53,0
1,1,1,1,4,8,0,0,0
1,1,1,1,4,8,0,0,0
9,2,1,2,16,55.35,6.67,369.01,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
15,3,1,3,43,185.84,13,2415.96,0
15,3,1,3,39,176.42,10.89,1921.01,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,8,24,3.5,84,0
4,1,1,1,8,24,3.5,84,0
2,1,1,1,7,18.09,2,36.19,0
26,3,1,3,67,298.78,8.65,2585.61,0
19,4,1,3,39,156,13.33,2080,0
19,4,1,3,39,156,13.33,2080,0
20,5,1,3,37,151.24,7.56,1142.67,0
20,5,1,3,37,151.24,7.56,1142.67,0
4,1,1,1,6,15.51,2,31.02,0
2,1,1,1,5,11.61,2,23.22,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
11,2,1,2,23,85.11,6.42,546.12,0
10,2,1,2,22,83.76,5.5,460.69,0
11,2,1,2,23,85.11,6.42,546.12,0
10,2,1,2,22,83.76,5.5,460.69,0
18,3,1,3,41,164,9,1476,0
17,1,1,1,35,148.68,6.3,936.67,0
15,2,1,2,26,108.42,5.5,596.3,0
2,1,1,1,5,11.61,1.5,17.41,0
1,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
19,2,1,2,39,159.41,6.22,991.89,0
15,2,1,2,53,239.75,4.81,1153.79,0
14,2,1,2,34,141.78,4.8,680.53,0
14,2,1,2,31,121.11,6.86,830.49,0
2,1,1,1,8,22.46,2,44.92,0
14,2,1,2,28,109.39,5.14,562.59,0
4,1,1,1,5,11.61,1.5,17.41,0
19,2,1,2,40,175.69,6.82,1197.9,0
23,3,3,3,60,278.63,9.69,2700.58,0
2,1,1,1,4,8,1.5,12,0
13,1,1,1,17,60.94,4,243.78,0
11,2,1,2,27,102.8,6,616.79,0
